"local_date_time","UTC_date_time","height","phenomenon"
2017-12-14 05:46:00,2017-12-14 05:46:00,1.1,"low-tide"
2017-12-14 12:04:00,2017-12-14 12:04:00,2.9,"high-tide"
2017-12-14 18:09:00,2017-12-14 18:09:00,1,"low-tide"
2017-12-15 00:28:00,2017-12-15 00:28:00,3,"high-tide"
2017-12-15 06:31:00,2017-12-15 06:31:00,1,"low-tide"
2017-12-15 12:48:00,2017-12-15 12:48:00,3,"high-tide"
2017-12-15 18:48:00,2017-12-15 18:48:00,0.9,"low-tide"
2017-12-16 01:09:00,2017-12-16 01:09:00,3.1,"high-tide"
2017-12-16 07:12:00,2017-12-16 07:12:00,0.9,"low-tide"
2017-12-16 13:28:00,2017-12-16 13:28:00,3,"high-tide"
2017-12-16 19:25:00,2017-12-16 19:25:00,0.9,"low-tide"
2017-12-17 01:47:00,2017-12-17 01:47:00,3.2,"high-tide"
2017-12-17 07:49:00,2017-12-17 07:49:00,0.9,"low-tide"
2017-12-17 14:06:00,2017-12-17 14:06:00,3.1,"high-tide"
2017-12-17 19:59:00,2017-12-17 19:59:00,0.9,"low-tide"
2017-12-18 02:24:00,2017-12-18 02:24:00,3.2,"high-tide"
2017-12-18 08:23:00,2017-12-18 08:23:00,0.8,"low-tide"
2017-12-18 14:41:00,2017-12-18 14:41:00,3.1,"high-tide"
2017-12-18 20:31:00,2017-12-18 20:31:00,0.8,"low-tide"
2017-12-19 02:59:00,2017-12-19 02:59:00,3.2,"high-tide"
2017-12-19 08:56:00,2017-12-19 08:56:00,0.8,"low-tide"
2017-12-19 15:16:00,2017-12-19 15:16:00,3,"high-tide"
2017-12-19 21:01:00,2017-12-19 21:01:00,0.8,"low-tide"
2017-12-20 03:33:00,2017-12-20 03:33:00,3.2,"high-tide"
2017-12-20 09:28:00,2017-12-20 09:28:00,0.8,"low-tide"
2017-12-20 15:49:00,2017-12-20 15:49:00,3,"high-tide"
2017-12-20 21:33:00,2017-12-20 21:33:00,0.9,"low-tide"
2017-12-21 04:06:00,2017-12-21 04:06:00,3.2,"high-tide"
2017-12-21 10:01:00,2017-12-21 10:01:00,0.9,"low-tide"
2017-12-21 16:23:00,2017-12-21 16:23:00,2.9,"high-tide"
2017-12-21 22:05:00,2017-12-21 22:05:00,0.9,"low-tide"
2017-12-22 04:40:00,2017-12-22 04:40:00,3.1,"high-tide"
2017-12-22 10:36:00,2017-12-22 10:36:00,0.9,"low-tide"
2017-12-22 16:58:00,2017-12-22 16:58:00,2.9,"high-tide"
2017-12-22 22:42:00,2017-12-22 22:42:00,1,"low-tide"
2017-12-23 05:17:00,2017-12-23 05:17:00,3,"high-tide"
2017-12-23 11:15:00,2017-12-23 11:15:00,1,"low-tide"
2017-12-23 17:38:00,2017-12-23 17:38:00,2.8,"high-tide"
2017-12-23 23:23:00,2017-12-23 23:23:00,1.1,"low-tide"
2017-12-24 05:58:00,2017-12-24 05:58:00,2.9,"high-tide"
2017-12-24 12:00:00,2017-12-24 12:00:00,1.1,"low-tide"
2017-12-24 18:26:00,2017-12-24 18:26:00,2.7,"high-tide"
2017-12-25 00:12:00,2017-12-25 00:12:00,1.2,"low-tide"
2017-12-25 06:48:00,2017-12-25 06:48:00,2.8,"high-tide"
2017-12-25 12:54:00,2017-12-25 12:54:00,1.2,"low-tide"
2017-12-25 19:24:00,2017-12-25 19:24:00,2.6,"high-tide"
2017-12-26 01:12:00,2017-12-26 01:12:00,1.3,"low-tide"
2017-12-26 07:50:00,2017-12-26 07:50:00,2.8,"high-tide"
2017-12-26 13:58:00,2017-12-26 13:58:00,1.2,"low-tide"
2017-12-26 20:34:00,2017-12-26 20:34:00,2.6,"high-tide"
2017-12-27 02:24:00,2017-12-27 02:24:00,1.4,"low-tide"
2017-12-27 09:01:00,2017-12-27 09:01:00,2.8,"high-tide"
2017-12-27 15:10:00,2017-12-27 15:10:00,1.2,"low-tide"
2017-12-27 21:45:00,2017-12-27 21:45:00,2.7,"high-tide"
2017-12-28 03:41:00,2017-12-28 03:41:00,1.3,"low-tide"
2017-12-28 10:10:00,2017-12-28 10:10:00,2.8,"high-tide"
2017-12-28 16:18:00,2017-12-28 16:18:00,1.1,"low-tide"
2017-12-28 22:49:00,2017-12-28 22:49:00,2.9,"high-tide"
2017-12-29 04:48:00,2017-12-29 04:48:00,1.1,"low-tide"
2017-12-29 11:13:00,2017-12-29 11:13:00,3,"high-tide"
2017-12-29 17:18:00,2017-12-29 17:18:00,0.9,"low-tide"
2017-12-29 23:46:00,2017-12-29 23:46:00,3.1,"high-tide"
2017-12-30 05:47:00,2017-12-30 05:47:00,0.9,"low-tide"
2017-12-30 12:09:00,2017-12-30 12:09:00,3.1,"high-tide"
2017-12-30 18:11:00,2017-12-30 18:11:00,0.7,"low-tide"
2017-12-31 00:38:00,2017-12-31 00:38:00,3.3,"high-tide"
2017-12-31 06:40:00,2017-12-31 06:40:00,0.7,"low-tide"
2017-12-31 13:03:00,2017-12-31 13:03:00,3.3,"high-tide"
2017-12-31 19:02:00,2017-12-31 19:02:00,0.6,"low-tide"
2018-01-01 01:29:00,2018-01-01 01:29:00,3.4,"high-tide"
2018-01-01 07:31:00,2018-01-01 07:31:00,0.5,"low-tide"
2018-01-01 13:54:00,2018-01-01 13:54:00,3.4,"high-tide"
2018-01-01 19:50:00,2018-01-01 19:50:00,0.5,"low-tide"
2018-01-02 02:19:00,2018-01-02 02:19:00,3.6,"high-tide"
2018-01-02 08:21:00,2018-01-02 08:21:00,0.4,"low-tide"
2018-01-02 14:45:00,2018-01-02 14:45:00,3.5,"high-tide"
2018-01-02 20:37:00,2018-01-02 20:37:00,0.4,"low-tide"
2018-01-03 03:09:00,2018-01-03 03:09:00,3.7,"high-tide"
2018-01-03 09:08:00,2018-01-03 09:08:00,0.3,"low-tide"
2018-01-03 15:34:00,2018-01-03 15:34:00,3.5,"high-tide"
2018-01-03 21:23:00,2018-01-03 21:23:00,0.4,"low-tide"
2018-01-04 03:57:00,2018-01-04 03:57:00,3.7,"high-tide"
2018-01-04 09:55:00,2018-01-04 09:55:00,0.3,"low-tide"
2018-01-04 16:22:00,2018-01-04 16:22:00,3.4,"high-tide"
2018-01-04 22:08:00,2018-01-04 22:08:00,0.5,"low-tide"
2018-01-05 04:45:00,2018-01-05 04:45:00,3.6,"high-tide"
2018-01-05 10:42:00,2018-01-05 10:42:00,0.4,"low-tide"
2018-01-05 17:10:00,2018-01-05 17:10:00,3.3,"high-tide"
2018-01-05 22:54:00,2018-01-05 22:54:00,0.7,"low-tide"
2018-01-06 05:33:00,2018-01-06 05:33:00,3.5,"high-tide"
2018-01-06 11:30:00,2018-01-06 11:30:00,0.6,"low-tide"
2018-01-06 18:00:00,2018-01-06 18:00:00,3.1,"high-tide"
2018-01-06 23:41:00,2018-01-06 23:41:00,0.9,"low-tide"
2018-01-07 06:24:00,2018-01-07 06:24:00,3.3,"high-tide"
2018-01-07 12:20:00,2018-01-07 12:20:00,0.9,"low-tide"
2018-01-07 18:52:00,2018-01-07 18:52:00,2.9,"high-tide"
2018-01-08 00:33:00,2018-01-08 00:33:00,1.1,"low-tide"
2018-01-08 07:18:00,2018-01-08 07:18:00,3.1,"high-tide"
2018-01-08 13:17:00,2018-01-08 13:17:00,1.1,"low-tide"
2018-01-08 19:49:00,2018-01-08 19:49:00,2.8,"high-tide"
2018-01-09 01:34:00,2018-01-09 01:34:00,1.2,"low-tide"
2018-01-09 08:18:00,2018-01-09 08:18:00,2.9,"high-tide"
2018-01-09 14:23:00,2018-01-09 14:23:00,1.2,"low-tide"
2018-01-09 20:54:00,2018-01-09 20:54:00,2.7,"high-tide"
2018-01-10 02:50:00,2018-01-10 02:50:00,1.4,"low-tide"
2018-01-10 09:25:00,2018-01-10 09:25:00,2.7,"high-tide"
2018-01-10 15:39:00,2018-01-10 15:39:00,1.3,"low-tide"
2018-01-10 22:04:00,2018-01-10 22:04:00,2.7,"high-tide"
2018-01-11 04:13:00,2018-01-11 04:13:00,1.4,"low-tide"
2018-01-11 10:34:00,2018-01-11 10:34:00,2.7,"high-tide"
2018-01-11 16:47:00,2018-01-11 16:47:00,1.3,"low-tide"
2018-01-11 23:09:00,2018-01-11 23:09:00,2.7,"high-tide"
2018-01-12 05:20:00,2018-01-12 05:20:00,1.3,"low-tide"
2018-01-12 11:35:00,2018-01-12 11:35:00,2.7,"high-tide"
2018-01-12 17:42:00,2018-01-12 17:42:00,1.2,"low-tide"
2018-01-13 00:02:00,2018-01-13 00:02:00,2.8,"high-tide"
2018-01-13 06:13:00,2018-01-13 06:13:00,1.2,"low-tide"
2018-01-13 12:25:00,2018-01-13 12:25:00,2.8,"high-tide"
2018-01-13 18:28:00,2018-01-13 18:28:00,1.1,"low-tide"
2018-01-14 00:48:00,2018-01-14 00:48:00,3,"high-tide"
2018-01-14 06:57:00,2018-01-14 06:57:00,1.1,"low-tide"
2018-01-14 13:08:00,2018-01-14 13:08:00,2.9,"high-tide"
2018-01-14 19:07:00,2018-01-14 19:07:00,1,"low-tide"
2018-01-15 01:29:00,2018-01-15 01:29:00,3.1,"high-tide"
2018-01-15 07:36:00,2018-01-15 07:36:00,1,"low-tide"
2018-01-15 13:47:00,2018-01-15 13:47:00,3,"high-tide"
2018-01-15 19:43:00,2018-01-15 19:43:00,0.9,"low-tide"
2018-01-16 02:06:00,2018-01-16 02:06:00,3.2,"high-tide"
2018-01-16 08:10:00,2018-01-16 08:10:00,0.9,"low-tide"
2018-01-16 14:24:00,2018-01-16 14:24:00,3,"high-tide"
2018-01-16 20:15:00,2018-01-16 20:15:00,0.9,"low-tide"
2018-01-17 02:42:00,2018-01-17 02:42:00,3.2,"high-tide"
2018-01-17 08:42:00,2018-01-17 08:42:00,0.8,"low-tide"
2018-01-17 14:58:00,2018-01-17 14:58:00,3.1,"high-tide"
2018-01-17 20:46:00,2018-01-17 20:46:00,0.8,"low-tide"
2018-01-18 03:16:00,2018-01-18 03:16:00,3.3,"high-tide"
2018-01-18 09:13:00,2018-01-18 09:13:00,0.8,"low-tide"
2018-01-18 15:32:00,2018-01-18 15:32:00,3.1,"high-tide"
2018-01-18 21:17:00,2018-01-18 21:17:00,0.8,"low-tide"
2018-01-19 03:49:00,2018-01-19 03:49:00,3.3,"high-tide"
2018-01-19 09:44:00,2018-01-19 09:44:00,0.7,"low-tide"
2018-01-19 16:05:00,2018-01-19 16:05:00,3.1,"high-tide"
2018-01-19 21:49:00,2018-01-19 21:49:00,0.8,"low-tide"
2018-01-20 04:23:00,2018-01-20 04:23:00,3.3,"high-tide"
2018-01-20 10:17:00,2018-01-20 10:17:00,0.8,"low-tide"
2018-01-20 16:40:00,2018-01-20 16:40:00,3,"high-tide"
2018-01-20 22:24:00,2018-01-20 22:24:00,0.8,"low-tide"
2018-01-21 04:58:00,2018-01-21 04:58:00,3.2,"high-tide"
2018-01-21 10:53:00,2018-01-21 10:53:00,0.8,"low-tide"
2018-01-21 17:17:00,2018-01-21 17:17:00,3,"high-tide"
2018-01-21 23:03:00,2018-01-21 23:03:00,0.9,"low-tide"
2018-01-22 05:35:00,2018-01-22 05:35:00,3.1,"high-tide"
2018-01-22 11:33:00,2018-01-22 11:33:00,0.9,"low-tide"
2018-01-22 17:58:00,2018-01-22 17:58:00,2.9,"high-tide"
2018-01-22 23:46:00,2018-01-22 23:46:00,1,"low-tide"
2018-01-23 06:18:00,2018-01-23 06:18:00,3,"high-tide"
2018-01-23 12:18:00,2018-01-23 12:18:00,1,"low-tide"
2018-01-23 18:46:00,2018-01-23 18:46:00,2.8,"high-tide"
2018-01-24 00:36:00,2018-01-24 00:36:00,1.1,"low-tide"
2018-01-24 07:10:00,2018-01-24 07:10:00,2.9,"high-tide"
2018-01-24 13:13:00,2018-01-24 13:13:00,1.1,"low-tide"
2018-01-24 19:46:00,2018-01-24 19:46:00,2.7,"high-tide"
2018-01-25 01:39:00,2018-01-25 01:39:00,1.2,"low-tide"
2018-01-25 08:14:00,2018-01-25 08:14:00,2.8,"high-tide"
2018-01-25 14:19:00,2018-01-25 14:19:00,1.2,"low-tide"
2018-01-25 20:58:00,2018-01-25 20:58:00,2.7,"high-tide"
2018-01-26 02:55:00,2018-01-26 02:55:00,1.3,"low-tide"
2018-01-26 09:30:00,2018-01-26 09:30:00,2.8,"high-tide"
2018-01-26 15:36:00,2018-01-26 15:36:00,1.2,"low-tide"
2018-01-26 22:14:00,2018-01-26 22:14:00,2.8,"high-tide"
2018-01-27 04:17:00,2018-01-27 04:17:00,1.2,"low-tide"
2018-01-27 10:45:00,2018-01-27 10:45:00,2.9,"high-tide"
2018-01-27 16:51:00,2018-01-27 16:51:00,1.1,"low-tide"
2018-01-27 23:21:00,2018-01-27 23:21:00,3,"high-tide"
2018-01-28 05:28:00,2018-01-28 05:28:00,1,"low-tide"
2018-01-28 11:51:00,2018-01-28 11:51:00,3,"high-tide"
2018-01-28 17:54:00,2018-01-28 17:54:00,0.9,"low-tide"
2018-01-29 00:21:00,2018-01-29 00:21:00,3.2,"high-tide"
2018-01-29 06:29:00,2018-01-29 06:29:00,0.8,"low-tide"
2018-01-29 12:49:00,2018-01-29 12:49:00,3.2,"high-tide"
2018-01-29 18:50:00,2018-01-29 18:50:00,0.7,"low-tide"
2018-01-30 01:16:00,2018-01-30 01:16:00,3.4,"high-tide"
2018-01-30 07:23:00,2018-01-30 07:23:00,0.5,"low-tide"
2018-01-30 13:43:00,2018-01-30 13:43:00,3.4,"high-tide"
2018-01-30 19:40:00,2018-01-30 19:40:00,0.5,"low-tide"
2018-01-31 02:08:00,2018-01-31 02:08:00,3.6,"high-tide"
2018-01-31 08:12:00,2018-01-31 08:12:00,0.4,"low-tide"
2018-01-31 14:33:00,2018-01-31 14:33:00,3.5,"high-tide"
2018-01-31 20:27:00,2018-01-31 20:27:00,0.4,"low-tide"
2018-02-01 02:56:00,2018-02-01 02:56:00,3.7,"high-tide"
2018-02-01 08:58:00,2018-02-01 08:58:00,0.3,"low-tide"
2018-02-01 15:20:00,2018-02-01 15:20:00,3.5,"high-tide"
2018-02-01 21:11:00,2018-02-01 21:11:00,0.4,"low-tide"
2018-02-02 03:42:00,2018-02-02 03:42:00,3.7,"high-tide"
2018-02-02 09:41:00,2018-02-02 09:41:00,0.3,"low-tide"
2018-02-02 16:05:00,2018-02-02 16:05:00,3.5,"high-tide"
2018-02-02 21:52:00,2018-02-02 21:52:00,0.4,"low-tide"
2018-02-03 04:27:00,2018-02-03 04:27:00,3.7,"high-tide"
2018-02-03 10:22:00,2018-02-03 10:22:00,0.4,"low-tide"
2018-02-03 16:48:00,2018-02-03 16:48:00,3.4,"high-tide"
2018-02-03 22:33:00,2018-02-03 22:33:00,0.5,"low-tide"
2018-02-04 05:10:00,2018-02-04 05:10:00,3.5,"high-tide"
2018-02-04 11:04:00,2018-02-04 11:04:00,0.6,"low-tide"
2018-02-04 17:31:00,2018-02-04 17:31:00,3.2,"high-tide"
2018-02-04 23:14:00,2018-02-04 23:14:00,0.7,"low-tide"
2018-02-05 05:54:00,2018-02-05 05:54:00,3.3,"high-tide"
2018-02-05 11:45:00,2018-02-05 11:45:00,0.8,"low-tide"
2018-02-05 18:15:00,2018-02-05 18:15:00,3,"high-tide"
2018-02-05 23:58:00,2018-02-05 23:58:00,0.9,"low-tide"
2018-02-06 06:40:00,2018-02-06 06:40:00,3.1,"high-tide"
2018-02-06 12:30:00,2018-02-06 12:30:00,1,"low-tide"
2018-02-06 19:03:00,2018-02-06 19:03:00,2.8,"high-tide"
2018-02-07 00:47:00,2018-02-07 00:47:00,1.2,"low-tide"
2018-02-07 07:31:00,2018-02-07 07:31:00,2.8,"high-tide"
2018-02-07 13:23:00,2018-02-07 13:23:00,1.3,"low-tide"
2018-02-07 20:00:00,2018-02-07 20:00:00,2.7,"high-tide"
2018-02-08 01:50:00,2018-02-08 01:50:00,1.4,"low-tide"
2018-02-08 08:33:00,2018-02-08 08:33:00,2.6,"high-tide"
2018-02-08 14:34:00,2018-02-08 14:34:00,1.4,"low-tide"
2018-02-08 21:10:00,2018-02-08 21:10:00,2.6,"high-tide"
2018-02-09 03:21:00,2018-02-09 03:21:00,1.5,"low-tide"
2018-02-09 09:48:00,2018-02-09 09:48:00,2.5,"high-tide"
2018-02-09 16:02:00,2018-02-09 16:02:00,1.5,"low-tide"
2018-02-09 22:27:00,2018-02-09 22:27:00,2.6,"high-tide"
2018-02-10 04:50:00,2018-02-10 04:50:00,1.4,"low-tide"
2018-02-10 11:02:00,2018-02-10 11:02:00,2.5,"high-tide"
2018-02-10 17:14:00,2018-02-10 17:14:00,1.4,"low-tide"
2018-02-10 23:34:00,2018-02-10 23:34:00,2.7,"high-tide"
2018-02-11 05:52:00,2018-02-11 05:52:00,1.3,"low-tide"
2018-02-11 12:01:00,2018-02-11 12:01:00,2.7,"high-tide"
2018-02-11 18:07:00,2018-02-11 18:07:00,1.3,"low-tide"
2018-02-12 00:25:00,2018-02-12 00:25:00,2.8,"high-tide"
2018-02-12 06:40:00,2018-02-12 06:40:00,1.2,"low-tide"
2018-02-12 12:48:00,2018-02-12 12:48:00,2.8,"high-tide"
2018-02-12 18:49:00,2018-02-12 18:49:00,1.1,"low-tide"
2018-02-13 01:08:00,2018-02-13 01:08:00,3,"high-tide"
2018-02-13 07:18:00,2018-02-13 07:18:00,1,"low-tide"
2018-02-13 13:27:00,2018-02-13 13:27:00,2.9,"high-tide"
2018-02-13 19:24:00,2018-02-13 19:24:00,1,"low-tide"
2018-02-14 01:46:00,2018-02-14 01:46:00,3.1,"high-tide"
2018-02-14 07:52:00,2018-02-14 07:52:00,0.9,"low-tide"
2018-02-14 14:03:00,2018-02-14 14:03:00,3,"high-tide"
2018-02-14 19:56:00,2018-02-14 19:56:00,0.9,"low-tide"
2018-02-15 02:21:00,2018-02-15 02:21:00,3.2,"high-tide"
2018-02-15 08:22:00,2018-02-15 08:22:00,0.8,"low-tide"
2018-02-15 14:38:00,2018-02-15 14:38:00,3.1,"high-tide"
2018-02-15 20:27:00,2018-02-15 20:27:00,0.8,"low-tide"
2018-02-16 02:55:00,2018-02-16 02:55:00,3.3,"high-tide"
2018-02-16 08:52:00,2018-02-16 08:52:00,0.7,"low-tide"
2018-02-16 15:11:00,2018-02-16 15:11:00,3.2,"high-tide"
2018-02-16 20:58:00,2018-02-16 20:58:00,0.7,"low-tide"
2018-02-17 03:29:00,2018-02-17 03:29:00,3.4,"high-tide"
2018-02-17 09:22:00,2018-02-17 09:22:00,0.6,"low-tide"
2018-02-17 15:45:00,2018-02-17 15:45:00,3.2,"high-tide"
2018-02-17 21:30:00,2018-02-17 21:30:00,0.6,"low-tide"
2018-02-18 04:02:00,2018-02-18 04:02:00,3.4,"high-tide"
2018-02-18 09:54:00,2018-02-18 09:54:00,0.6,"low-tide"
2018-02-18 16:19:00,2018-02-18 16:19:00,3.2,"high-tide"
2018-02-18 22:05:00,2018-02-18 22:05:00,0.6,"low-tide"
2018-02-19 04:37:00,2018-02-19 04:37:00,3.4,"high-tide"
2018-02-19 10:29:00,2018-02-19 10:29:00,0.6,"low-tide"
2018-02-19 16:55:00,2018-02-19 16:55:00,3.2,"high-tide"
2018-02-19 22:42:00,2018-02-19 22:42:00,0.7,"low-tide"
2018-02-20 05:14:00,2018-02-20 05:14:00,3.3,"high-tide"
2018-02-20 11:07:00,2018-02-20 11:07:00,0.7,"low-tide"
2018-02-20 17:34:00,2018-02-20 17:34:00,3.1,"high-tide"
2018-02-20 23:23:00,2018-02-20 23:23:00,0.8,"low-tide"
2018-02-21 05:54:00,2018-02-21 05:54:00,3.1,"high-tide"
2018-02-21 11:49:00,2018-02-21 11:49:00,0.9,"low-tide"
2018-02-21 18:18:00,2018-02-21 18:18:00,3,"high-tide"
2018-02-22 00:09:00,2018-02-22 00:09:00,1,"low-tide"
2018-02-22 06:42:00,2018-02-22 06:42:00,3,"high-tide"
2018-02-22 12:39:00,2018-02-22 12:39:00,1,"low-tide"
2018-02-22 19:12:00,2018-02-22 19:12:00,2.9,"high-tide"
2018-02-23 01:07:00,2018-02-23 01:07:00,1.1,"low-tide"
2018-02-23 07:43:00,2018-02-23 07:43:00,2.8,"high-tide"
2018-02-23 13:42:00,2018-02-23 13:42:00,1.2,"low-tide"
2018-02-23 20:22:00,2018-02-23 20:22:00,2.8,"high-tide"
2018-02-24 02:23:00,2018-02-24 02:23:00,1.2,"low-tide"
2018-02-24 09:02:00,2018-02-24 09:02:00,2.7,"high-tide"
2018-02-24 15:04:00,2018-02-24 15:04:00,1.3,"low-tide"
2018-02-24 21:46:00,2018-02-24 21:46:00,2.8,"high-tide"
2018-02-25 03:56:00,2018-02-25 03:56:00,1.2,"low-tide"
2018-02-25 10:27:00,2018-02-25 10:27:00,2.8,"high-tide"
2018-02-25 16:33:00,2018-02-25 16:33:00,1.2,"low-tide"
2018-02-25 23:04:00,2018-02-25 23:04:00,2.9,"high-tide"
2018-02-26 05:19:00,2018-02-26 05:19:00,1,"low-tide"
2018-02-26 11:40:00,2018-02-26 11:40:00,2.9,"high-tide"
2018-02-26 17:44:00,2018-02-26 17:44:00,1,"low-tide"
2018-02-27 00:08:00,2018-02-27 00:08:00,3.1,"high-tide"
2018-02-27 06:21:00,2018-02-27 06:21:00,0.8,"low-tide"
2018-02-27 12:39:00,2018-02-27 12:39:00,3.1,"high-tide"
2018-02-27 18:40:00,2018-02-27 18:40:00,0.8,"low-tide"
2018-02-28 01:04:00,2018-02-28 01:04:00,3.4,"high-tide"
2018-02-28 07:13:00,2018-02-28 07:13:00,0.6,"low-tide"
2018-02-28 13:31:00,2018-02-28 13:31:00,3.3,"high-tide"
2018-02-28 19:29:00,2018-02-28 19:29:00,0.6,"low-tide"
2018-03-01 01:54:00,2018-03-01 01:54:00,3.6,"high-tide"
2018-03-01 07:59:00,2018-03-01 07:59:00,0.4,"low-tide"
2018-03-01 14:19:00,2018-03-01 14:19:00,3.4,"high-tide"
2018-03-01 20:13:00,2018-03-01 20:13:00,0.4,"low-tide"
2018-03-02 02:40:00,2018-03-02 02:40:00,3.7,"high-tide"
2018-03-02 08:41:00,2018-03-02 08:41:00,0.3,"low-tide"
2018-03-02 15:02:00,2018-03-02 15:02:00,3.5,"high-tide"
2018-03-02 20:53:00,2018-03-02 20:53:00,0.4,"low-tide"
2018-03-03 03:24:00,2018-03-03 03:24:00,3.7,"high-tide"
2018-03-03 09:20:00,2018-03-03 09:20:00,0.3,"low-tide"
2018-03-03 15:43:00,2018-03-03 15:43:00,3.5,"high-tide"
2018-03-03 21:32:00,2018-03-03 21:32:00,0.4,"low-tide"
2018-03-04 04:04:00,2018-03-04 04:04:00,3.6,"high-tide"
2018-03-04 09:58:00,2018-03-04 09:58:00,0.4,"low-tide"
2018-03-04 16:22:00,2018-03-04 16:22:00,3.4,"high-tide"
2018-03-04 22:09:00,2018-03-04 22:09:00,0.5,"low-tide"
2018-03-05 04:44:00,2018-03-05 04:44:00,3.5,"high-tide"
2018-03-05 10:34:00,2018-03-05 10:34:00,0.6,"low-tide"
2018-03-05 17:01:00,2018-03-05 17:01:00,3.3,"high-tide"
2018-03-05 22:46:00,2018-03-05 22:46:00,0.7,"low-tide"
2018-03-06 05:23:00,2018-03-06 05:23:00,3.3,"high-tide"
2018-03-06 11:10:00,2018-03-06 11:10:00,0.8,"low-tide"
2018-03-06 17:40:00,2018-03-06 17:40:00,3.1,"high-tide"
2018-03-06 23:25:00,2018-03-06 23:25:00,0.9,"low-tide"
2018-03-07 06:02:00,2018-03-07 06:02:00,3,"high-tide"
2018-03-07 11:48:00,2018-03-07 11:48:00,1,"low-tide"
2018-03-07 18:21:00,2018-03-07 18:21:00,2.9,"high-tide"
2018-03-08 00:07:00,2018-03-08 00:07:00,1.1,"low-tide"
2018-03-08 06:46:00,2018-03-08 06:46:00,2.8,"high-tide"
2018-03-08 12:31:00,2018-03-08 12:31:00,1.3,"low-tide"
2018-03-08 19:10:00,2018-03-08 19:10:00,2.7,"high-tide"
2018-03-09 01:00:00,2018-03-09 01:00:00,1.4,"low-tide"
2018-03-09 07:41:00,2018-03-09 07:41:00,2.6,"high-tide"
2018-03-09 13:29:00,2018-03-09 13:29:00,1.5,"low-tide"
2018-03-09 20:15:00,2018-03-09 20:15:00,2.6,"high-tide"
2018-03-10 02:23:00,2018-03-10 02:23:00,1.5,"low-tide"
2018-03-10 08:58:00,2018-03-10 08:58:00,2.4,"high-tide"
2018-03-10 15:04:00,2018-03-10 15:04:00,1.6,"low-tide"
2018-03-10 21:38:00,2018-03-10 21:38:00,2.5,"high-tide"
2018-03-11 04:12:00,2018-03-11 04:12:00,1.5,"low-tide"
2018-03-11 10:24:00,2018-03-11 10:24:00,2.4,"high-tide"
2018-03-11 16:39:00,2018-03-11 16:39:00,1.5,"low-tide"
2018-03-11 22:56:00,2018-03-11 22:56:00,2.6,"high-tide"
2018-03-12 05:23:00,2018-03-12 05:23:00,1.4,"low-tide"
2018-03-12 11:32:00,2018-03-12 11:32:00,2.6,"high-tide"
2018-03-12 17:39:00,2018-03-12 17:39:00,1.4,"low-tide"
2018-03-12 23:55:00,2018-03-12 23:55:00,2.8,"high-tide"
2018-03-13 06:12:00,2018-03-13 06:12:00,1.2,"low-tide"
2018-03-13 12:21:00,2018-03-13 12:21:00,2.7,"high-tide"
2018-03-13 18:23:00,2018-03-13 18:23:00,1.2,"low-tide"
2018-03-14 00:39:00,2018-03-14 00:39:00,2.9,"high-tide"
2018-03-14 06:51:00,2018-03-14 06:51:00,1,"low-tide"
2018-03-14 13:01:00,2018-03-14 13:01:00,2.9,"high-tide"
2018-03-14 18:59:00,2018-03-14 18:59:00,1,"low-tide"
2018-03-15 01:18:00,2018-03-15 01:18:00,3.1,"high-tide"
2018-03-15 07:24:00,2018-03-15 07:24:00,0.9,"low-tide"
2018-03-15 13:37:00,2018-03-15 13:37:00,3,"high-tide"
2018-03-15 19:31:00,2018-03-15 19:31:00,0.9,"low-tide"
2018-03-16 01:54:00,2018-03-16 01:54:00,3.2,"high-tide"
2018-03-16 07:54:00,2018-03-16 07:54:00,0.7,"low-tide"
2018-03-16 14:12:00,2018-03-16 14:12:00,3.2,"high-tide"
2018-03-16 20:02:00,2018-03-16 20:02:00,0.7,"low-tide"
2018-03-17 02:29:00,2018-03-17 02:29:00,3.4,"high-tide"
2018-03-17 08:25:00,2018-03-17 08:25:00,0.6,"low-tide"
2018-03-17 14:47:00,2018-03-17 14:47:00,3.3,"high-tide"
2018-03-17 20:35:00,2018-03-17 20:35:00,0.6,"low-tide"
2018-03-18 03:04:00,2018-03-18 03:04:00,3.4,"high-tide"
2018-03-18 08:57:00,2018-03-18 08:57:00,0.5,"low-tide"
2018-03-18 15:21:00,2018-03-18 15:21:00,3.4,"high-tide"
2018-03-18 21:09:00,2018-03-18 21:09:00,0.5,"low-tide"
2018-03-19 03:39:00,2018-03-19 03:39:00,3.5,"high-tide"
2018-03-19 09:30:00,2018-03-19 09:30:00,0.5,"low-tide"
2018-03-19 15:57:00,2018-03-19 15:57:00,3.4,"high-tide"
2018-03-19 21:44:00,2018-03-19 21:44:00,0.5,"low-tide"
2018-03-20 04:15:00,2018-03-20 04:15:00,3.4,"high-tide"
2018-03-20 10:05:00,2018-03-20 10:05:00,0.5,"low-tide"
2018-03-20 16:34:00,2018-03-20 16:34:00,3.3,"high-tide"
2018-03-20 22:22:00,2018-03-20 22:22:00,0.6,"low-tide"
2018-03-21 04:54:00,2018-03-21 04:54:00,3.3,"high-tide"
2018-03-21 10:43:00,2018-03-21 10:43:00,0.6,"low-tide"
2018-03-21 17:13:00,2018-03-21 17:13:00,3.2,"high-tide"
2018-03-21 23:03:00,2018-03-21 23:03:00,0.7,"low-tide"
